診療項目代碼,健保支付點數,生效起日,生效迄日,英文項目名稱,中文項目名稱,備註
62075B,62698,20240901,29101231,Microvascular free flap - perforator flap - three-perforators and above,顯微血管游離瓣手術－穿通枝瓣移植－三區塊以上組織瓣,註：1.適應症：因遺傳性缺損、腫瘤、外傷等因素，以致位於頭頸部、軀幹與四肢軟組織缺損需重建，且無法以縫合、植皮、局部皮瓣等方式重建之損傷，依供應皮瓣的血管分支數量計算區塊。2.支付規範：(1)限整形外科、口腔顎面外科專科醫師，或具手外科訓練之骨科專科醫師、顯微重建訓練資格之耳鼻喉科專科醫師。 (2)須檢附手術中缺損照片、游離區塊瓣照片及術後縫合完成照片。(3)不得與顯微游離皮瓣手術（62032B-62038B）合併申報為原則，若因病情需要，須於病歷上註明原因並加強審查。(4)本項包含組織辦之摘取及移植，申報時檢附手術紀錄備查。3.單區塊組織瓣：一般材料費得另加計百分之二十三。4.雙區塊組織瓣：一般材料費得另加計百分之二十。5.三區塊以上組織瓣：一般材料費得另加計百分之十七。
63,20,20130601,29101231,,母嬰親善醫療機構產前檢查 母乳衛教指導，每案每次增加之費用。限健康署認證之母嬰親善醫療機構始得申報。,
63001B,5514,20130101,29101231,Partial mastectomy - unilateral,部份乳房切除術 － 單側,本項102年支付標準調整按衛生福利部1031260015號函公告。
63002B,8670,20130101,29101231,Partial mastectomy - bilateral,部份乳房切除術 － 雙側,本項102年支付標準調整按衛生福利部1031260015號函公告。
63003B,6752,20130101,29101231,Simple mastectomy - unilateral,單純乳房切除術 － 單側,本項102年支付標準調整按衛生福利部1031260015號函公告。
63004B,8430,19971101,29101231,Simple mastectomy - bilateral,單純乳房切除術 － 雙側,
63005C,4349,20231001,29101231,Excision of breast tumor - unilateral,乳房腫瘤切除術 － 單側,本項102年支付標準調整按衛生福利部1031260015號函公告。
63006C,4784,20231001,29101231,Excision of breast tumor - bilateral,乳房腫瘤切除術 － 雙側,本項102年支付標準調整按衛生福利部1031260015號函公告。
63007B,25595,20231001,29101231,Modified radical mastectomy － unilateral,改良式乳房根除手術 － 單側,1.適應症：惡性乳癌或乳房原位癌經診斷疑有高度惡性或侵犯性乳癌者。2.術中進行切片送病理冷凍切片檢查，以不得申報63005C、63006C、63010C為原則，倘因術前穿刺無法確認診斷者，須於病歷註明理由並檢附相關證明備查，始得申報。3.一般材料費，得另加計百分之二十六。
63008B,38393,20231001,29101231,Modified radical mastectomy － bilateral,改良式乳房根除手術 － 雙側,1.適應症：惡性乳癌或乳房原位癌經診斷疑有高度惡性或侵犯性乳癌者。2.術中進行切片送病理冷凍切片檢查，以不得申報63005C、63006C、63010C為原則，倘因術前穿刺無法確認診斷者，須於病歷註明理由並檢附相關證明備查，始得申報。3.一般材料費，得另加計百分之二十六。
63009C,7588,20231001,29101231,Subcutaneous mastectomy,皮下乳房切除術,本項102年支付標準調整按衛生福利部1031260015號函公告。
63010C,2801,20231001,29101231,Breast tumor biopsy,乳房腫瘤組織檢查切片術,
63011C,5452,20231001,29101231,Breast tumor excision after needle localigation,術前定位下乳房腫瘤切除術 ， 單側,本項102年支付標準調整按衛生福利部1031260015號函公告。
63012B,15798,20231001,29101231,Partial mastectomy and sentinel node(s) excision－unilateral,乳房部分切除手術併前哨淋巴結摘除手術－單側,1.適應症：惡性乳癌或乳房原位癌經診斷疑有高度惡性或侵犯性乳癌者。2.支付規範：(1)術中進行切片送病理冷凍切片檢查，以不得申報63005C、63006C、63010C為原則，倘因術前穿刺無法確認診斷者，須於病歷註明理由並檢附相關證明備查，始得申報。(2)一般材料費，得另加計百分之五十。
63013B,23637,20231001,29101231,Partial mastectomy and  axillary lymph node dissection－unilateral,乳房部分切除手術併標準腋下淋巴廓清術－單側,1.適應症：惡性乳癌或乳房原位癌經診斷疑有高度惡性或侵犯性乳癌者。2.支付規範：(1)術中進行切片送病理冷凍切片檢查，以不得申報63005C、63006C、63010C為原則，倘因術前穿刺無法確認診斷者，須於病歷註明理由並檢附相關證明備查，始得申報。(2)一般材料費，得另加計百分之二十五。
63014B,23390,20231001,29101231,Simple mastectomy and sentinel lymph node biopsy－unilateral,乳房全切除手術併前哨淋巴結摘除手術－單側,1.適應症：惡性乳癌或乳房原位癌經診斷疑有高度惡性或侵犯性乳癌者。2.支付規範：(1)不得同時申報：63004B。(2)術中進行切片送病理冷凍切片檢查，以不得申報63005C、63006C、63010C為原則，倘因術前穿刺無法確認診斷者，須於病歷註明理由並檢附相關證明備查，始得申報。(3)一般材料費，得另加計百分之三十三。
63015B,10046,20231001,29101231,Partial mastectomy－unilateral,乳房部分切除手術－單側,1.適應症：惡性乳癌或乳房原位癌經診斷疑有高度惡性或侵犯性乳癌者。2.支付規範：(1)術中進行切片送病理冷凍切片檢查，以不得申報63005C、63006C、63010C為原則，倘因術前穿刺無法確認診斷者，須於病歷註明理由並檢附相關證明備查，始得申報。(2)一般材料費，得另加計百分之五十四。
63016B,18555,20231001,29101231,Simple mastectomy－unilateral,乳房全切除手術－單側,1.適應症：惡性乳癌或乳房原位癌經診斷疑有高度惡性或侵犯性乳癌者。2.支付規範：(1)不得同時申報：63004B。(2)術中進行切片送病理冷凍切片檢查，以不得申報63005C、63006C、63010C為原則，倘因術前穿刺無法確認診斷者，須於病歷註明理由並檢附相關證明備查，始得申報。(3)一般材料費，得另加計百分之三十三。
63017B,12656,20231001,29101231,,前哨淋巴結摘除手術－單側,1.適應症：惡性乳癌、黑色素瘤及鱗狀上皮細胞癌。2.支付規範：(1)術中進行切片送病理冷凍切片檢查，以不得申報63005C、63006C、63010C為原則，倘因術前穿刺無法確認診斷者，須於病歷註明理由並檢附相關證明備查，始得申報。(2)一般材料費，得另加計百分之五十六。
64,216,20220701,29101231,,Rubella IgG 實驗室檢驗,於第二次孕婦產前檢查提供一次檢驗服務，惟因特殊情況無法於本次檢查者，可改於第八次孕婦產前檢查接受本項檢查。
64001B,4458,20231101,29101231,Fenestration,骨開窗術,一般材料費及單次使用鑽石鑽頭、氣動切割鑽頭，得另加計百分之一百二十九。
64002B,4018,20040701,29101231,Bone or osteochondral graft,骨或軟骨移植術,
64003C,5852,20231101,29101231,"Sequestretomy or saucerization & debridement for osteomyelitis (including phalanges, metacarpals, metatarsals)",骨髓炎之死骨切除術或蝶形手術及擴創術(包含指骨、掌骨、蹠骨）,1.如係膿瘍切開者應依切開創傷處理申報。2.一般材料費及單次使用鑽石鑽頭、氣動切割鑽頭，得另加計百分之一百十一。
64004C,6771,20231101,29101231,radius ulna humerus,骨髓炎之死骨切除術或蝶形手術及擴創術（包含脛骨、腓骨、橈骨、尺骨、膝骨、骨盤）,1.如係膿瘍切開者依切開創傷處理申報。2.一般材料費及單次使用鑽石鑽頭、氣動切割鑽頭，得另加計百分之一百零三。
64005B,6802,20231101,29101231,Sequestrectomy or saucerization & debridement for osteomyelitis,骨髓炎之死骨切除術或蝶形手術及擴創術 (包括：頭骨、顱骨、股骨、肋骨、脊椎骨),1.如係膿瘍切開者依切開創傷處理申報。2.一般材料費及單次使用鑽石鑽頭、氣動切割鑽頭，得另加計百分之一百零三。
64006B,5681,20231101,29101231,"Corrective osteotomy of humerus,ulna,radius,femur,tibia or fibula",矯正切骨術 － 肱骨、尺骨、橈骨、股骨、脛骨或腓骨,一般材料費及單次使用骨鋸片，得另加計百分之一百。
64007B,4315,20231101,29101231,Ostectomy,骨片切取術,一般材料費及單次使用鑽石鑽頭、氣動切割鑽頭，得另加計百分之一百三十二。
64008C,2566,20231001,29101231,Closed reduction of nasal bone fracture,鼻骨骨折閉鎖復位術,
64012B,4296,20200101,29101231,Costo-transversectomy,脊椎肋骨突起切除術,
64013B,4401,20040701,29101231,"Excision of clavicle,partial",鎖骨部份摘除術,
64014B,7380,20200101,29101231,"Excision of clavicle, total",鎖骨全部摘除術,
64015C,5604,20231001,29101231,Open Reduction of clavicle fracture,鎖骨骨折開放復位術,
64016C,2058,20231001,29101231,Close reduction & immobilization of fractured clavicle,鎖骨骨折固定術,
64017C,460,20231001,29101231,Immobilization of rib fracture,肋骨骨折固定術（膠布固定法）,
64018B,3510,19970501,29101231,Excision of rib,肋骨切除術,
64019B,780,19950301,29101231,Excision of rib,肋骨切除術,每增加一支加算。
64020B,2510,19950301,29101231,Partial excision of rib,肋骨部份切除術,
64021B,1790,19950301,29101231,Radical curettage of thoracic cold abscess,胸壁無熱性膿瘍根治手術,
64022B,7285,20231101,29101231,Amputation of limbs - thigh,四肢切斷術 － 大腿,一般材料費及單次使用鑽石鑽頭、氣動切割鑽頭，得另加計百分之一百。
64023B,6057,20231101,29101231,"Amputation of limbs - low leg,upper arm,forearm",四肢切斷術 － 小腿、上臂、前臂,一般材料費及單次使用鑽石鑽頭、氣動切割鑽頭，得另加計百分之一百零九。
64024B,4555,20040701,29101231,"Amputation of limbs - wrist,ankle",四肢切斷術 － 腕、踝,
64025C,3701,20231101,29101231,"Amputation of limbs - finger,toe",四肢切斷術 － 指、趾,一般材料費及單次使用小骨鋸片，得另加計百分之八十六。
64026B,4532,20040701,29101231,"Revision of amputated stump (need osteoplasty) - thigh, leg, arm, forearm",斷端成形術 － 大腿、小腿、上臂、前臂,
64027C,3144,20231001,29101231,"Revision of amputated stump (need osteoplasty) - finger,toe",斷端成形術 － 指、趾,
64028C,11000,20231101,29101231,Open reduction for fracture of femoral shaft,股骨幹骨折開放性復位術,一般材料費及單次使用鑽頭，得另加計百分之七十。
64029B,12000,20231101,29101231,Open reduction for fracture of femoral neck,股骨頸骨折開放性復位術,1.包含股骨粗隆間或股骨粗隆周邊骨折 including intertrochan or peritrochanteric fracture。2.一般材料費及單次使用骨鋸片，得另加計百分之七十六。
64030B,14000,19950301,29101231,Open reduction for fracture of femoral neck with muscle pedicle bone graft,"股骨頸骨折開放性復位術,帶肌肉血管骨移植",
64031C,10000,20231101,29101231,Open reduction for fracture of tibia,脛骨骨折開放性復位術,一般材料費及單次使用鑽頭，得另加計百分之七十二。
64032B,4938,20231101,29101231,"Open reduction for fracture of radius,ulna",橈骨、尺骨骨折開放性復位術,一般材料費及單次使用鑽頭，得另加計百分之九十一。
64034B,4480,19950301,29101231,Open reduction for fracture of patella,膝蓋骨骨折開放性復位術,
64035C,6720,20231101,29101231,"Open reduction for fracture of carpal,tarsal,meta-carpal,meta-tarsal",腕、跗、掌、蹠骨骨折開放性復位術,一般材料費及單次使用整型用電燒頭，得另加計百分之九十七。
64036C,3176,20231001,29101231,Open reduction for fracture of fingers and toes,指、趾骨骨折開放性復位術,
64037B,3352,20040701,29101231,Excision of carpal and tarsal bone,手、足骨摘除術,
64041C,3250,20231001,29101231,Close reduction for fracture of femur bone,大腿骨骨折徒手復位術,
64042C,3857,20231001,29101231,Close reduction for fracture of spine or pelvis bone,脊椎骨、盆骨骨折徒手復位術,
64043C,2928,20231001,29101231,Close reduction for fracture of tibia humerus bone,下腿骨、上臂骨骨折徒手復位術,
64044C,2845,20231001,29101231,Close reduction for fracture of forearm bone,前臂骨骨折徒手復位術,
64045C,2474,20231001,29101231,Close reduction for fracture of carpal bone,腕骨骨折徒手復位術,
64046C,2262,20231001,29101231,Close reduction for fracture of ankle bone,踝骨骨折徒手復位術,
64047C,1800,20231001,29101231,Close reduction for fracture of metacarpal bone,掌骨骨折徒手復位術,申報費用時應檢附x光片。
64048C,1206,20231001,29101231,Close reduction for fracture of metatarsal bone,蹠骨骨折徒手復位術,
64049C,1740,20231001,29101231,Close reduction for fracture bones for fingers and toes,指、趾骨骨折徒手復位術,申報費用時應檢附x光片。
64050B,6140,19950301,29101231,Realiqnment of patella,膝蓋骨(髕骨)位置重整術,
64052B,7391,20040701,29101231,Arthrotomy for acute septic joint - hip,急性化膿性關節炎切開術 － 股關節,
64053B,6373,20040701,29101231,"Arthrotomy for acute septic joint - shoulder,ellbow,wrist,knee or ankle",急性化膿性關節炎切開術 － 肩關節、肘關節、腕關節、膝關節、踝關節,
64054B,8290,19950301,29101231,Synovectomy or/and capsulectomy - hip,滑膜切除術或關節囊切除術 － 股關節,
64055B,7080,20231101,29101231,Synovectomy or/and capsulectomy - knee,滑膜切除術或關節囊切除術 － 膝關節,一般材料費及單次使用鋸片，得另加計百分之七十。
64056B,5632,20040701,29101231,"Synovectomy or/and capsulectomy - shoulder elbow, wrist or ankle",滑膜切除術或關節囊切除術 － 肩關節、肘關節、腕關節或踝關節,
64057B,4473,20040701,29101231,Synovectomy or/and capsulectomy - phalanges,滑膜切除術或關節囊切除術 － 指趾,
64058B,4820,20040701,29101231,"Arthrodesis of finger, toe",指、趾關節固定術,
64059B,6149,20040701,29101231,Disarticulation of elbow,肘關節截斷術,
64060B,6324,20200101,29101231,Disarticulation of wrist,腕關節截斷術,
64061B,5720,20040701,29101231,Disarticulation of knee,膝關節截斷術,
64062B,6424,20200101,29101231,Disarticulation of ankle,踝關節截斷術,
64063C,3609,20231001,29101231,Disarticulation of finger or toe,指、趾關節截斷術,
64064B,7212,20040701,29101231,Open reduction for dislocation of hip joint,股關節脫位開放性復位術,
64065B,5834,20040701,29101231,Open reduction for dislocation of shoulder joint,肩關節脫位開放性復位術,
